RowName,Frame,Timestamp,nose_X,nose_Y,nose_Z,left_shoulder_X,left_shoulder_Y,left_shoulder_Z,right_shoulder_X,right_shoulder_Y,right_shoulder_Z,left_elbow_X,left_elbow_Y,left_elbow_Z,right_elbow_X,right_elbow_Y,right_elbow_Z,left_wrist_X,left_wrist_Y,left_wrist_Z,right_wrist_X,right_wrist_Y,right_wrist_Z,left_hip_X,left_hip_Y,left_hip_Z,right_hip_X,right_hip_Y,right_hip_Z,left_knee_X,left_knee_Y,left_knee_Z,right_knee_X,right_knee_Y,right_knee_Z,left_ankle_X,left_ankle_Y,left_ankle_Z,right_ankle_X,right_ankle_Y,right_ankle_Z
213,213,7.344827586206897,0,0,0,63.66,-46.58,42.23,8.13,-44.42,2.97,71.34,-19.09,67.17,-4.98,-18.26,5.75,87.98,0.68,148.44,-30.99,-2.23,83.2,41.4,7.49,20.43,7.44,5.39,-20.3,33.53,45.06,29.97,-0.07,34.62,-3.53,31.51,76.26,-39.03,12.68,54.5,-157.54
214,214,7.379310344827586,0,0,0,62.52,-46.23,39.91,7.53,-44.15,0.18,70.69,-19.13,62.87,-5.14,-18.39,4.1,87.88,-0.14,142.53,-30.52,-2.48,82.01,41.29,7.32,20.08,7.29,5.39,-19.94,33.45,44.92,34.95,0.26,34.9,-6.62,31.49,76.26,-28.7,12.36,54.28,-164.18
215,215,7.413793103448276,0,0,0,60.74,-45.91,50.11,6.5,-43.74,12.47,69.86,-19.27,65.42,-5.29,-18.67,13.2,87.17,-0.24,140.31,-28.15,-2.82,89.43,41.08,7.16,19.98,7.26,5.38,-19.84,33.42,44.57,36.71,1.55,35.02,-21.46,31.46,76.07,-30.18,12.18,54.67,-171.48
216,216,7.448275862068965,0,0,0,59.01,-45.71,48.43,5.71,-43.39,8.02,69.11,-19.82,59.38,-5.37,-18.95,7.78,83.84,-1.06,123.91,-25.89,-3.43,69.22,40.62,7.08,20.07,7.41,5.4,-19.91,33.31,43.84,36.74,2.41,35.16,-33.16,31.29,75.89,-11.14,11.78,54.95,-165.4
217,217,7.482758620689655,0,0,0,57.41,-44.78,47.23,4.36,-42.43,-3.55,68.8,-19.87,59.58,-6.35,-18.97,-8.59,80.38,-2.16,125.39,-25.17,-3.59,51.4,39.56,7.37,22.4,7.41,5.82,-22.23,33.29,43.67,38.35,3.76,35.24,-45.66,31.13,75.85,-8.37,11.84,56.06,-160.58
218,218,7.517241379310345,0,0,0,55.89,-44.09,49.79,3.07,-41.68,-5.86,68.57,-19.82,67.26,-7.66,-18.88,-8.52,77.24,-1.81,132.12,-24.73,-3.55,49.04,38.52,7.49,25.47,7.14,5.99,-25.3,32.93,42.91,37.71,4.59,35.51,-44.74,31.12,75.48,-10.57,13.57,57.49,-139.34
219,219,7.551724137931035,0,0,0,54.0,-43.27,62.2,1.25,-40.73,-2.53,68.23,-19.58,77.47,-8.88,-18.4,-7.0,73.9,-1.75,134.92,-24.93,-2.75,52.94,37.6,8.15,28.79,7.13,6.64,-28.61,32.54,42.93,36.92,6.28,36.5,-66.59,30.96,75.36,-14.12,14.23,58.18,-157.63
220,220,7.586206896551724,0,0,0,51.63,-42.41,61.02,-0.45,-39.98,-14.92,64.47,-19.17,87.39,-10.69,-17.39,-13.3,65.03,-0.0,152.7,-24.53,-1.72,51.47,35.94,8.86,33.69,6.6,7.54,-33.51,31.85,42.73,39.53,7.4,38.27,-75.41,30.56,74.2,-8.22,14.88,60.1,-159.31
221,221,7.620689655172414,0,0,0,49.8,-41.89,72.23,-1.77,-39.58,-12.21,61.53,-18.58,94.48,-11.43,-16.53,-12.29,58.78,1.69,156.08,-23.49,-0.02,55.36,34.37,8.82,35.47,6.48,7.67,-35.32,31.11,41.72,36.96,7.65,38.53,-73.86,30.49,72.41,-36.45,15.03,60.95,-165.42
222,222,7.655172413793103,0,0,0,48.35,-41.45,70.87,-2.43,-39.26,-19.79,58.21,-17.46,96.11,-11.7,-15.91,-22.16,52.79,2.83,156.65,-23.0,1.17,46.61,32.83,8.92,36.3,6.12,7.94,-36.16,30.59,41.58,25.12,7.72,38.75,-76.25,30.45,71.25,-60.13,15.11,61.29,-168.6
223,223,7.689655172413793,0,0,0,46.41,-41.33,74.63,-3.53,-38.87,-19.44,54.07,-16.86,100.17,-11.89,-15.51,-24.73,47.42,3.23,164.72,-21.99,1.1,46.64,31.83,8.82,36.91,5.29,7.85,-36.79,30.62,40.61,23.78,7.41,38.69,-85.66,30.46,70.0,-60.97,15.07,61.65,-177.45
224,224,7.724137931034483,0,0,0,45.11,-41.11,72.24,-4.77,-38.87,-17.66,48.29,-16.08,94.24,-12.7,-15.42,-22.86,39.84,3.56,159.34,-21.24,1.68,47.43,30.81,8.07,35.81,2.88,7.59,-35.65,30.94,39.21,9.31,7.37,38.05,-77.9,31.82,67.8,-83.54,15.05,62.0,-172.55
225,225,7.758620689655173,0,0,0,43.93,-40.87,70.91,-6.39,-38.76,-16.41,45.39,-15.62,92.7,-14.04,-15.14,-21.2,35.39,3.35,157.09,-21.22,2.05,50.12,29.51,7.35,33.41,1.01,7.02,-33.31,31.18,38.33,9.68,7.35,37.43,-73.68,32.97,67.3,-80.66,14.66,62.07,-168.49
226,226,7.793103448275862,0,0,0,42.68,-40.88,69.97,-7.34,-38.81,-16.22,44.99,-15.62,93.97,-14.3,-15.23,-19.46,32.18,2.99,156.76,-20.9,1.76,51.66,29.73,6.8,32.24,0.76,6.67,-32.17,31.38,37.98,10.89,7.22,37.14,-69.1,33.29,66.43,-82.88,14.02,61.92,-150.92
227,227,7.827586206896552,0,0,0,42.07,-40.85,70.27,-7.99,-38.86,-2.96,45.1,-15.71,97.35,-14.9,-15.33,3.24,30.34,1.66,164.54,-20.8,1.72,78.15,30.07,5.94,25.51,0.86,6.04,-25.43,32.45,36.58,13.2,7.04,36.36,-44.35,33.6,64.78,-79.08,13.31,61.85,-124.95
228,228,7.862068965517241,0,0,0,41.24,-40.84,69.34,-8.65,-38.76,1.81,44.71,-15.83,95.52,-15.93,-15.27,11.28,28.42,0.33,162.93,-20.89,1.59,83.41,30.2,5.23,21.25,0.89,5.52,-21.16,32.73,34.94,3.78,6.88,35.78,-36.55,33.94,62.96,-90.55,11.82,61.73,-110.99
229,229,7.896551724137931,0,0,0,40.75,-40.62,67.39,-8.67,-38.76,5.51,44.58,-15.92,94.59,-16.55,-15.29,11.24,27.26,-0.3,161.58,-22.07,1.5,78.61,29.91,4.93,17.01,0.57,5.38,-16.91,32.92,34.25,-6.69,6.01,35.41,-28.68,34.01,61.43,-110.07,10.1,61.65,-102.63
230,230,7.931034482758621,0,0,0,40.38,-40.21,66.67,-8.47,-38.71,14.13,44.11,-15.99,94.06,-17.01,-15.34,21.19,26.9,-0.88,160.91,-23.5,1.45,87.0,29.4,4.76,13.45,0.19,5.32,-13.35,33.73,32.95,-10.88,4.86,34.98,-19.18,34.54,58.77,-115.05,8.3,61.46,-91.38
231,231,7.9655172413793105,0,0,0,40.32,-39.69,55.14,-8.64,-38.62,10.63,43.79,-16.04,80.67,-17.7,-15.4,21.33,27.08,-1.08,148.09,-24.94,1.16,84.81,28.82,4.23,10.54,-0.59,5.03,-10.43,33.88,31.13,-3.49,3.18,33.83,-5.29,34.85,56.31,-101.13,6.7,61.09,-66.93
232,232,8.0,0,0,0,40.21,-39.27,50.79,-8.67,-38.51,11.58,42.78,-16.07,75.0,-18.29,-15.62,22.12,27.34,-1.13,144.78,-26.3,0.72,85.71,28.46,4.28,8.36,-1.13,5.06,-8.25,33.83,30.91,-14.58,1.86,33.89,-2.82,34.76,54.83,-125.52,5.47,60.89,-68.76
233,233,8.03448275862069,0,0,0,40.03,-38.77,41.16,-8.65,-38.33,5.43,42.05,-16.05,65.57,-19.09,-15.72,16.55,27.75,-1.31,134.3,-27.86,0.47,68.98,27.44,4.38,8.61,-2.38,5.05,-8.5,33.19,30.73,-12.32,0.61,33.95,4.04,33.73,53.32,-124.15,4.28,60.63,-54.74
234,234,8.068965517241379,0,0,0,39.74,-38.22,38.55,-8.51,-37.91,6.34,42.27,-15.89,62.29,-19.36,-15.73,18.57,29.16,-1.2,135.01,-28.97,0.14,79.49,26.44,4.46,5.76,-3.0,5.02,-5.64,31.02,30.24,-25.0,-0.55,33.86,8.59,30.85,52.22,-150.28,2.62,60.61,-40.75
235,235,8.10344827586207,0,0,0,39.52,-37.05,39.97,-8.39,-37.28,14.42,42.48,-15.49,58.12,-19.18,-15.76,25.69,29.8,-1.12,131.6,-29.57,0.03,93.31,25.33,4.6,3.63,-3.47,5.04,-3.52,28.83,30.45,-37.63,-1.41,33.94,1.45,27.9,52.14,-170.47,0.9,60.6,-51.79
236,236,8.137931034482758,0,0,0,39.46,-35.86,21.62,-7.82,-36.59,8.81,42.85,-15.25,31.16,-18.99,-15.77,21.76,32.87,-0.68,92.68,-29.45,-0.17,82.29,25.03,4.85,1.7,-3.2,5.25,-1.58,26.98,30.91,-36.06,-2.15,34.0,8.16,25.46,52.61,-156.35,-0.93,60.58,-33.56
237,237,8.172413793103448,0,0,0,39.22,-35.07,23.28,-7.14,-36.34,8.17,42.88,-15.0,33.07,-18.56,-16.13,20.76,36.66,-0.13,97.58,-29.2,-0.81,84.39,24.8,5.04,1.33,-3.04,5.34,-1.21,25.05,31.09,-36.21,-2.27,33.95,13.67,23.39,52.54,-157.86,-2.79,60.51,-25.95
238,238,8.206896551724139,0,0,0,39.11,-34.53,16.86,-7.09,-36.26,3.47,43.11,-14.69,29.09,-18.37,-16.19,18.85,39.59,0.34,92.6,-28.54,-0.8,74.68,24.63,5.05,1.92,-2.98,5.28,-1.8,23.61,30.93,-29.45,-2.3,33.29,11.25,21.33,52.46,-151.14,-4.62,60.35,-21.67
239,239,8.241379310344827,0,0,0,38.64,-34.22,11.0,-7.2,-35.94,8.44,43.2,-14.48,13.11,-17.88,-16.19,22.73,41.33,0.95,60.72,-26.44,-1.18,71.95,24.37,5.07,-1.31,-3.24,5.11,1.44,22.38,30.95,-28.74,-2.71,32.56,22.92,19.28,52.71,-117.0,-7.0,60.09,-2.45
240,240,8.275862068965518,0,0,0,37.95,-33.92,17.02,-7.97,-35.78,27.56,43.29,-14.16,7.81,-17.78,-16.23,41.95,42.6,2.15,46.35,-23.85,-1.46,89.96,23.5,5.32,-4.42,-4.16,5.11,4.54,20.72,31.44,-32.06,-3.98,32.43,26.78,17.39,52.82,-120.58,-9.08,60.01,-1.12
241,241,8.310344827586206,0,0,0,36.97,-33.8,10.77,-8.8,-35.85,43.41,42.89,-14.11,-0.56,-17.75,-16.26,70.38,43.92,2.36,53.99,-21.02,-1.49,138.93,22.19,5.77,-12.55,-5.44,5.12,12.64,19.58,31.48,-49.33,-5.29,32.51,30.21,15.69,53.06,-164.26,-10.88,59.13,-19.81
242,242,8.344827586206897,0,0,0,36.3,-33.7,1.97,-9.25,-35.89,36.36,42.42,-14.13,-11.15,-17.73,-16.27,62.27,44.82,2.36,36.83,-19.91,-1.67,124.6,21.17,6.03,-12.63,-6.43,5.12,12.73,18.42,31.63,-41.99,-6.36,32.58,31.08,14.3,53.11,-149.68,-11.91,58.33,-17.91
243,243,8.379310344827585,0,0,0,35.11,-33.77,2.39,-9.93,-35.94,49.9,41.91,-14.17,-12.41,-17.73,-16.52,89.31,45.08,2.5,39.04,-18.0,-1.78,164.75,18.86,6.03,-16.09,-8.09,5.04,16.17,16.65,31.54,-45.09,-8.23,32.08,30.59,12.35,53.05,-146.96,-13.28,56.49,-24.3
244,244,8.413793103448276,0,0,0,33.78,-33.76,7.47,-10.86,-35.9,70.45,41.29,-14.2,-3.18,-17.87,-16.51,118.24,45.62,2.45,49.62,-15.84,-1.83,206.38,17.32,6.05,-17.72,-8.48,5.04,17.78,14.83,31.32,-55.96,-10.38,32.02,29.21,10.8,52.81,-164.68,-14.96,55.48,-43.37
245,245,8.448275862068966,0,0,0,32.3,-33.69,14.86,-12.91,-35.61,73.72,40.32,-14.22,4.97,-18.28,-16.18,122.68,45.53,2.73,63.04,-14.41,-1.74,212.48,15.91,6.04,-17.24,-9.97,5.02,17.31,13.32,30.83,-51.15,-12.34,31.64,31.43,9.12,52.64,-154.92,-16.35,54.1,-52.69
246,246,8.482758620689655,0,0,0,30.63,-33.58,14.94,-14.1,-35.56,66.93,38.97,-14.22,-4.5,-19.27,-16.17,112.82,45.07,2.69,42.07,-13.54,-1.82,197.2,13.96,6.04,-16.64,-11.97,4.86,16.71,12.0,30.65,-47.81,-14.76,31.14,30.77,7.43,52.59,-150.83,-18.11,53.05,-53.06
247,247,8.517241379310345,0,0,0,28.52,-33.53,15.34,-15.71,-35.52,65.42,37.44,-14.21,-1.48,-20.22,-15.9,105.07,44.92,2.75,47.77,-12.58,-1.8,183.24,12.07,5.8,-15.64,-13.3,4.39,15.72,10.29,30.3,-41.38,-16.25,30.61,41.07,5.51,52.56,-131.32,-19.64,51.68,-48.46
248,248,8.551724137931034,0,0,0,26.43,-33.49,10.08,-17.93,-35.38,57.9,35.56,-14.21,-4.64,-21.58,-15.67,93.71,43.51,2.73,46.13,-12.3,-1.81,172.5,10.19,5.62,-14.75,-15.08,4.16,14.83,8.91,29.74,-32.61,-18.61,29.22,36.76,4.36,52.41,-109.73,-20.97,49.82,-48.75
249,249,8.586206896551724,0,0,0,24.26,-33.48,11.24,-20.55,-34.94,55.45,33.82,-14.26,-3.21,-23.04,-15.04,90.47,41.31,2.67,44.66,-12.79,-1.8,147.01,8.72,5.3,-14.19,-16.52,4.01,14.26,7.31,29.1,-25.32,-20.65,28.04,33.89,3.2,52.3,-91.64,-22.07,48.38,-49.46
250,250,8.620689655172415,0,0,0,22.45,-33.46,20.98,-22.41,-34.64,59.46,31.75,-14.27,7.2,-24.48,-14.32,88.22,38.86,2.5,59.94,-13.37,-1.66,148.05,8.0,4.89,-13.27,-17.7,3.85,13.36,5.83,28.14,-18.05,-22.66,27.11,31.26,2.24,52.0,-90.23,-23.0,46.71,-64.42
251,251,8.655172413793103,0,0,0,20.42,-33.43,21.45,-24.29,-34.4,57.59,29.39,-14.27,5.35,-25.97,-13.73,79.02,36.09,2.18,42.31,-14.01,-1.39,131.2,6.82,4.57,-10.73,-18.9,3.67,10.83,4.41,27.28,-9.49,-24.53,26.26,30.7,1.0,51.8,-65.0,-23.93,45.22,-58.57
252,252,8.689655172413794,0,0,0,18.66,-33.39,34.23,-26.05,-34.04,60.68,26.72,-14.27,19.27,-27.35,-13.42,79.47,32.98,1.92,60.71,-15.82,-1.05,138.39,5.86,4.06,-7.97,-19.71,3.24,8.07,3.27,26.74,-2.16,-25.93,24.84,34.16,0.17,51.7,-62.87,-24.24,44.02,-56.71
253,253,8.724137931034482,0,0,0,16.7,-33.29,30.94,-27.77,-33.64,54.72,24.74,-14.25,16.5,-28.48,-13.15,70.11,30.23,1.84,51.56,-18.59,-0.43,119.69,4.46,4.07,-6.28,-20.84,3.21,6.39,1.9,27.16,-6.86,-26.95,25.2,25.54,-0.47,51.7,-57.45,-25.41,44.48,-56.49
254,254,8.758620689655173,0,0,0,14.73,-33.16,29.12,-29.44,-33.31,53.34,22.5,-14.21,12.05,-30.31,-13.06,72.78,27.41,1.83,44.64,-22.13,0.2,127.07,3.44,4.38,-6.82,-21.96,3.57,6.92,1.4,28.17,-12.5,-27.44,25.85,21.11,-0.79,51.73,-74.68,-26.47,45.17,-60.35
255,255,8.793103448275861,0,0,0,13.08,-32.91,27.57,-31.34,-32.68,53.13,20.49,-14.14,11.47,-32.6,-12.43,74.47,23.9,1.83,46.49,-25.96,0.48,131.35,2.74,4.49,-7.0,-23.07,4.15,7.1,0.56,29.15,-14.73,-27.16,26.11,10.83,-1.31,51.75,-76.27,-27.1,45.83,-68.26
256,256,8.827586206896552,0,0,0,11.41,-32.67,32.15,-32.69,-32.37,44.78,18.67,-14.08,25.89,-34.61,-12.43,67.64,21.25,1.81,68.32,-29.35,0.68,127.27,1.49,4.65,-3.09,-24.37,4.53,3.19,-0.45,29.59,-10.26,-27.07,26.13,0.41,-1.44,51.77,-68.34,-26.53,46.17,-74.1
257,257,8.862068965517242,0,0,0,10.74,-32.36,30.02,-33.05,-32.21,38.07,17.61,-13.95,23.81,-35.54,-12.51,61.47,19.82,1.69,68.11,-31.41,0.63,121.81,0.71,4.65,-2.65,-24.77,4.64,2.75,-0.69,29.59,-8.87,-26.7,26.27,2.4,-1.48,51.75,-66.31,-26.09,46.29,-71.67
258,258,8.89655172413793,0,0,0,9.94,-32.33,34.99,-32.46,-32.37,36.26,17.02,-13.98,37.71,-36.65,-13.2,57.35,17.92,1.26,89.8,-34.38,0.58,120.63,-0.23,4.68,-0.73,-25.76,4.73,0.83,-0.78,29.66,-4.06,-26.17,26.84,-5.09,-1.06,51.73,-65.33,-26.03,46.33,-84.29
259,259,8.931034482758621,0,0,0,9.14,-32.34,34.6,-32.18,-32.43,27.11,16.08,-14.44,33.52,-37.48,-13.59,37.01,15.57,0.14,76.63,-37.24,0.57,88.15,-0.59,4.44,1.12,-26.22,4.63,-1.01,-0.68,28.92,0.43,-26.06,26.81,-6.4,-0.76,51.13,-52.13,-24.45,45.74,-79.91
260,260,8.96551724137931,0,0,0,8.71,-33.6,32.95,-31.87,-32.93,22.74,15.73,-15.82,41.35,-37.86,-14.29,34.9,13.72,-1.65,102.69,-39.15,-0.07,92.38,-0.85,3.3,0.93,-26.57,3.71,-0.83,-0.26,27.08,-1.54,-25.32,26.19,-7.01,0.2,49.76,-62.99,-22.4,45.29,-84.82
261,261,9.0,0,0,0,9.91,-34.53,46.45,-31.39,-33.96,22.53,16.29,-16.43,62.13,-37.02,-15.94,34.73,12.45,-3.1,126.54,-39.55,-1.41,99.54,-0.55,2.02,5.21,-26.02,2.49,-5.13,-0.01,25.5,-1.29,-23.23,24.99,-20.92,2.55,48.47,-66.34,-19.4,44.6,-101.18
262,262,9.03448275862069,0,0,0,10.58,-35.84,54.21,-30.79,-35.3,27.23,16.8,-17.65,69.4,-36.44,-17.69,41.23,11.31,-4.35,131.51,-39.77,-2.64,106.2,-0.13,0.59,6.34,-25.4,0.95,-6.27,0.7,24.28,-6.95,-21.44,23.57,-25.34,5.21,47.28,-76.37,-17.34,43.6,-104.68
